Submission date,Review Language,Author,Rating,Review,Reply Date,Response Time,Developer Reply,Sentiment,Keywords
2022-03-05 10:06:09,id,Mella Trisniati,1.0,"Baru banget vc buka rekening, mau log in masa terus gabisa. Di email suruh kirim nomer rekening, saya log in aja belom pernah mana tau nomer rekening saya! Bintang 1 pelayanan tidak ramah!!!",2022-03-07 05:47:09,43:41:00,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-03-05 06:51:44,id,dessi fitria,4.0,"Kartu fisik nya belom dateng dateng, padahal udah 2 bulanan. Parah sih, padahal udah excited banget dari awal daftar. Udah DM ke ig tapi belum ada balasan",2022-03-05 09:06:30,02:14:46,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-03-04 09:56:50,en,Ajun (Ajisaka),5.0,Good's,2022-03-04 11:17:32,01:20:42,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-03-04 08:22:25,,Wahyudi ID,1.0,Knp dibuka cuma loading aja,2022-03-04 11:17:12,02:54:47,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Loading
2022-03-03 08:54:47,id,Herman Sawiran,1.0,formulir pendaftaran banyak banget .kalu gagal pendaftaran harus ngulang dari awal lagi susah banget,2022-03-04 11:17:05,26:22:18,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-03-03 02:16:11,en,Anton Tjen,5.0,Easy to use and nice.,2022-03-04 11:16:41,33:00:30,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-03-02 07:37:47,,cut sri w,5.0,Good,2022-03-02 07:53:35,00:15:48,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-03-01 22:55:28,id,Hidayatul Mursyidin,1.0,Jangan DOWNLOAD GAGAL NOMINAL TRANSFER AJA UANG KE SEDOT 3000 UNTUK SKN DAN UNTUK REALTIME KESEDOT 6500 PADAHAL GAGAL TRANSFER TAPI UANG SUDAH KEPOTONG AJA,2022-03-02 02:39:37,03:44:09,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-28 23:28:25,id,Moh Izharil Ulul 'Azmi,2.0,Kenapa saya gabisa login ke akun? Saya coba kontak email katanya salah gimana ini,2022-03-01 02:12:09,02:43:44,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-28 13:44:19,id,putri kartika,5.0,Keren dan sangat membantu aplikasinya 😊,2022-03-01 02:11:50,12:27:31,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-02-28 05:36:17,,Firman Nduru,4.0,good,2022-03-01 02:11:41,20:35:24,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-02-28 04:09:20,id,Fahrul Razi,4.0,"Setelah satu bulan,akhirnya trx qr yg pending selesai juga...",2022-03-01 02:11:27,22:02:07,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",neutral,Other
2022-02-26 19:58:46,,Muhamad Novriansyah,5.0,Good,2022-03-01 02:10:53,54:12:07,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-02-26 01:15:01,en,Gilang Megaswara,5.0,ok,2022-03-01 02:10:46,72:55:45,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-25 19:04:47,,Fawwaz Haidar,5.0,Perbanyak promo bank biar semakin rajin nabung,2022-03-01 02:10:39,79:05:52,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",neutral,Other
2022-02-25 09:24:13,,Ali Hanafiah,5.0,SMB Kereen👍,2022-03-01 02:10:25,88:46:12,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-02-25 06:45:51,,Bapa najwa,1.0,Sangat kecewa,2022-02-25 06:48:07,00:02:16,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-25 04:21:35,id,Rico Sukrisno,5.0,Bisa mutasi lebih besar dari Bank Lainnya,2022-02-25 06:32:32,02:10:57,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",neutral,Other
2022-02-25 04:21:15,tr,Ricky Moccil,5.0,mantap,2022-02-25 06:32:27,02:11:12,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-02-25 02:53:00,,Mas Bro,2.0,Gagal update tanpa kasih alasan,2022-02-25 06:32:19,03:39:19,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-24 23:49:58,id,Sugiarto Rasmadi,5.0,Baik,2022-02-25 06:32:10,06:42:12,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-02-24 05:33:05,id,Opel Hermawan,3.0,"tolong di perbaiki .kenapa pendaftaran upload NPWP setelah klik ""selanjutnya"" malah stak tidak ada respon ,niat bikin Mbanking gak sih ,tolong lah perbaiki ,kalo sudah di perbaiki saya juga bakal perbaikit ratin/bintang nya",2022-02-25 06:31:41,24:58:36,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-02-24 04:42:07,tr,Kurniawan Pbg,5.0,Mantap,2022-02-25 06:31:29,25:49:22,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-02-23 13:37:00,haw,Novianty Normalina,5.0,Kerennn,2022-02-25 06:31:24,40:54:24,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-02-23 11:49:08,id,Mulyono Mulyono,3.0,Suka error dan lemot,2022-02-25 06:31:14,42:42:06,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Error
2022-02-22 09:43:49,id,Bayu Agung,1.0,"Saya telp ke call center awal nya nyambung pas lg ngomong tiba"" mati .. pas di telp lagi malah nomer salah .. aneh ini bank ..",2022-02-25 06:31:05,68:47:16,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-22 07:29:56,id,Evi Aja,2.0,"Tolong di perbaiki,saya melakukan pendaftaran rekening tapi saat proses selfie tombol pict tidak bisa berfungsi",2022-02-25 06:30:52,71:00:56,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",neutral,Fitur
2022-02-21 21:27:26,id,Jangkrik Boss,1.0,"aplikasi bodoh, terdaftar juga belum udah di blokir dasar bodoh, gak niat buat mbanking gak usah buat, mending bikin anak aja enak,",2022-02-22 01:25:49,03:58:23,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-02-21 11:46:11,id,Firman Hidayat,1.0,"Gak bisa daftar, kamera gak kebuka",2022-02-22 01:25:40,13:39:29,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-02-18 11:00:51,,Syaharman Man,5.0,"Sampoerna appl keren mantap sampurna suka banget , Alhamdulillah",2022-02-22 01:25:09,86:24:18,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-02-16 22:38:42,ms,Digital Item Shop,1.0,Maaf tidak jadi download pas baca review yang sudah pakai.,2022-02-17 08:40:14,10:01:32,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-16 09:16:07,id,Randa Erli,1.0,Katanya daftar dapet casback 25 tau nya cuman pengen bnyak yang daftar doank hadiahnya bohong gak ada,2022-02-17 08:40:03,23:23:56,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-02-16 01:10:08,id,Eko Dwi Porwanto,1.0,"Aplikasi ribet,,,lupa user ID sudah gak bisa masuk",2022-02-16 04:35:22,03:25:14,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-14 17:02:46,id,Kartini,1.0,"Uang GAGAL SCAN QRIS sejak tanggal 13 Januari sampai sekarang gak dibalikin.. Di aplikasi statusnya PENDING, dari pihak bank mempersulit untuk minta balik uangnya. Gak bakal lagi pakai aplikasi ini Bank, Parah deh ini, mana kantor cabangnya cuma di kota besar , telpon call center cuma ngabisin pulsa gak ada solusi",2022-02-16 04:35:10,35:32:24,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-13 15:12:58,id,amd asa,1.0,Ini aplikasi pencuri data....jangan ada korban lain selanjutnya.data anda bisa bisa di jadikan pinjol(pinjaman online).hati hati downlod aplikasi ini,2022-02-14 03:12:23,11:59:25,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-12 02:23:54,id,Rq Store,3.0,Aku udah daftar dan udah di acc di setujui pembukaan rekening namun tdk bisa login di aplikasi ini?🥺🥺🙏🙏,2022-02-14 03:12:10,48:48:16,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",neutral,Daftar
2022-02-09 16:06:46,id,putra munggangpetir,1.0,rating 2 bintang ....berarti masih banyak minusnya...,2022-02-14 03:12:04,107:05:18,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-09 11:24:57,en,meru1312,2.0,i like your old UI,2022-02-14 03:11:58,111:47:01,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",neutral,Other
2022-02-09 10:54:38,id,Mas Fuadiy,1.0,"Pembayaran lewat qris 100rb saldo berhasil kepotong, tapi ga masuk ke merchant. Besoknya dapet cashback 20rb, aku coba qris ke merchant lagi, masuk dong. Terus tlp cs, disuruh nunggu 7-14 hari kerja ? Ini duit kemana, rugi 80rb. Prosesnya lama banget pula. *Tolong diperhatikan dan diperbaiki dong sistemnya. Kecewa banget asli",2022-02-14 03:11:52,112:17:14,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-07 10:38:02,id,Yohanes Laowo,1.0,"Tidak berbobot aplikasi ini, kita sudah VC dgn CS nya dan stlh VC dgn CS nya, kata nya tunggu 1x24 utk pengaktifan akan tetapi sudah 3 hari kerja blm aktif2 juga sampai skrh, aplikasi taik",2022-02-07 10:35:07,,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-07 04:56:21,id,Mitra Agrofarm,1.0,Tolong lebih ditingkatkan lagih Maslah layanan verifikasi video call nya.. Jaringan internet yg sy gunakan pun cukup bagus. Masa susah untuk verifikasi video call,2022-02-07 10:36:08,05:39:47,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Daftar
2022-02-06 04:21:42,id,Arie Praditya,1.0,"Sudah selesai vc ,mau masuk akun malah akun terblokir.telvon cs gak ada kepastian dan kejelasan. Suruh email gk ada balasan. Jangan pernah download aplikasi ini .buang buang waktu. Merugikan bagi saya",2022-02-07 10:35:55,30:14:13,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-05 18:04:04,,Rayden Fadly2,2.0,"Salam buat eyang min, Buanyak reward buanyak pula bkal dapet nasabah nya.. Jgn mau kalah doong sma si kucing sbelah Wong apk pribumi kok msh error nya",2022-02-07 10:35:50,40:31:46,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Error
2022-02-05 03:29:15,id,Samsul Huda,1.0,Ini app berat banget muter2 30 menit berat kaya beban 1 kwintal,2022-02-07 10:35:44,55:06:29,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-04 18:33:02,id,Nanda Aulia,3.0,Sedih lupa sandi sedangkan nomer rekening aja GK tau sudah kirim pesan melalui email atas kendalaku tapi jawabanya harus nelpon cs sedangkan nelpon belum apa2 aja 20 ribu pulsa ludes tlong jangan mempersulit nasabah tlong permudah saya untuk masuk akun saya sendri,2022-02-07 10:35:36,64:02:34,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-03 04:35:40,id,dewi kartikasari,1.0,Kenapa aplikasi ak ga bisa di pakai? Tolong donk dari pihak cs nya,2022-02-07 10:35:29,101:59:49,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-02 18:24:15,id,Denny candara,1.0,"Gak beres nih bank. Udah daftar gagal trus, udah daftar ulang ampe 3x. Giliran dapet jadwal vc, dqpet notif mau di vc admin eh gk ada tuh vc masuk, tau2 akun di gagalkan disuruh daftar ulang. Parah",2022-02-07 10:35:23,112:11:08,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-02-02 10:09:18,id,szjyyj,1.0,"Transaksi qris bulan januari sebanyak 5x cashback yg diterima cuma 1x, ga sesuai ketentuan sebelumnya. Mengecewakan, mending pindah ke yg sebelah aja",2022-02-07 10:35:17,120:25:59,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-02 02:13:47,id,adamz Gallery,1.0,"Saya udah 2x bikin jadwal tapi gk pernah di hubungi,, Mau daftar aja di persulit dg VC nya, udah stay di apknya 1jam tapi gk ada yg menghubungii",2022-02-07 10:35:12,128:21:25,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-02-02 01:30:24,id,Pazzan Belut,1.0,Event cb qris nya awalnya sampai maret tapi bulan februari udh di ganti s&k nya aduh bikin nasabah ga nyaman aja,2022-02-07 10:35:02,129:04:38,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-02-01 02:28:02,hi,robby herdani putra,5.0,Mantap lancar terus bank sahabat Sampoerna,2022-02-07 10:34:51,152:06:49,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-01-31 16:36:45,id,Mr Secret,1.0,GAK NIAT BIKIN EVENT GAUSAH BIKIN EVENT!!!! UDAH DAFTAR UDAH VC KELAR DR TGL 17 JANUARI SAMPE SEKARANG GA DI ACC LAWAKKK BENER LO!!? JANGAN MAU DAFTAR BANK SAMPAH KEK GINI 🤣🤣🤣🤣,2022-02-07 10:34:34,161:57:49,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-01-31 02:04:57,id,jianudin,1.0,"Gua tunggu-tunggu sampai satu jam gak ada tlpon padahal udah di jadwalin, apk kacauu",2022-02-07 10:34:28,176:29:31,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-01-31 01:57:57,id,Buniato 1111,1.0,"Kata nya ada event 5x scan perbulan dapat cashbac,sudah 5x cuman dapat 1x",2022-02-07 10:34:21,176:36:24,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-01-30 17:12:25,id,Pujantara,1.0,"BINTANG KEMBALI KE SATU KARENA: 1. VIDEO CALL DENGAN CS HARUS DIJADWALKAN DAN ITU TIDAK DIHARI YG SAMA, INI SEPERTI MAU DIVAKSIN 🤣🤣 2. PROMO SCAN QR DARI TANGGAL 1 JANUARI 2022 SAMPAI TANGGAL 31 MARET 2022 TAPI BELUM SATU BULAN PROMO SUDAH DIHENTIKAN TANPA PEMBERITAHUAN. POSTINGAN PROMO DI IG RESMI BANK SAMPOERNA SUDAH DIHAPUS. BANK SAMPOERNA KABUR DARI PROMO SEBELUM WAKTUNYA HABIS. INI MEMALUKAN, MENGECEWAKAN DAN MENGURANGI KEPERCAYAAN NASABAH.",2022-02-07 10:34:14,185:21:49,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-01-30 09:32:00,id,Saiful,1.0,Sudah verifikasi video call sampai selesai. Malah dapat email belum video call dan suruh ngulang. Udah gitu jadwalnya lama,2022-02-07 10:33:54,193:01:54,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-01-30 02:51:22,id,Noferliyanus buulolo,1.0,"Aplikasi terburuk , katanya scan Qris bisa dapat cashback Rp20.000 tapi nyatanya kosong...... Jangan download aplikasi penipu ini!!!!!!!!!!!",2022-02-07 10:33:49,199:42:27,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-01-30 01:58:05,,Riansyah Yudistira,1.0,Scan Cb QR ko di hapus min ...,2022-02-07 10:33:43,200:35:38,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",neutral,Other
